Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Have_Capacity(Ah),SoC(%),,,,,
9861,20914.50846,11-12-2015 23:16:34,406.2690244,7,1,0.221768945,3.554376602,2.090839791,1.707089121,8.029586548,6.305281787,0.000259018,0,0,0,0,0.38875067,23.36430026,,0.000323773,,,
9862,20915.51136,11-12-2015 23:16:35,407.271931,7,1,0.221768945,3.554700375,2.090901575,1.707089121,8.029806162,6.305281787,0.000194263,0,0,0,0,0.388812454,23.36805148,,0.000323772,,,
9863,20916.51433,11-12-2015 23:16:36,408.2748943,7,1,0.221588343,3.555024147,2.09096336,1.707089121,8.030025796,6.305281787,0.000226641,0,0,0,0,0.388874239,23.37180276,,0.000323772,,,
9864,20917.51721,11-12-2015 23:16:37,409.2777801,7,1,0.221949562,3.555347919,2.091025134,1.707089121,8.030245413,6.305281787,0.000226641,0,0,0,0,0.388936013,23.37555337,,0.037071943,,,
9865,20918.52014,11-12-2015 23:16:38,410.2807098,7,1,-0.277615696,3.518275976,2.091070485,1.707108803,8.030406655,6.305351041,-0.00728488,0,0,0,0,0.388961682,23.37711187,,0.000809431,,,
9866,20919.52307,11-12-2015 23:16:39,411.283639,7,1,-0.277796298,3.517466545,2.091070485,1.707186179,8.030406655,6.305623233,-0.00751152,0,0,0,0,0.388884306,23.37241398,,0.000323772,,,
9867,20920.52599,11-12-2015 23:16:40,412.2865533,7,1,-0.277796298,3.517142773,2.091070485,1.707263541,8.030406655,6.305895342,-0.00764103,0,0,0,0,0.388806944,23.36771694,,0,,,
9868,20921.52888,11-12-2015 23:16:41,413.289447,7,1,-0.277435094,3.517142773,2.091070485,1.707340904,8.030406655,6.306167432,-0.000388527,0,0,0,0,0.388729581,23.36301984,,0.000323773,,,
9869,20922.5318,11-12-2015 23:16:42,414.2923659,7,1,-0.277796298,3.516819,2.091070485,1.707418264,8.030406655,6.306439495,-0.000161886,0,0,0,0,0.388652221,23.35832292,,0.000161886,,,
9870,20923.53472,11-12-2015 23:16:43,415.2952857,7,1,-0.277615696,3.516657114,2.091070485,1.707495628,8.030406655,6.306711561,-9.71E-05,0,0,0,0,0.388574857,23.35362575,,0.000161886,,,
9871,20924.53767,11-12-2015 23:16:44,416.2982328,7,1,-0.277615696,3.516495228,2.091070485,1.707572998,8.030406655,6.306983637,-9.71E-05,0,0,0,0,0.388497487,23.34892823,,0.000161886,,,
9872,20925.54059,11-12-2015 23:16:45,417.3011544,7,1,-0.277615696,3.516333342,2.091070485,1.707650364,8.030406655,6.307255691,-6.48E-05,0,0,0,0,0.388420121,23.34423094,,0.000161887,,,
9873,20926.54351,11-12-2015 23:16:46,418.3040763,7,1,-0.277796298,3.516171455,2.091070485,1.707727731,8.030406655,6.30752774,-9.71E-05,0,0,0,0,0.388342754,23.3395336,,0,,,
9874,20927.54639,11-12-2015 23:16:47,419.3069572,7,1,-0.277796298,3.516171455,2.091070485,1.707805097,8.030406655,6.307799779,-3.24E-05,0,0,0,0,0.388265388,23.33483632,,0,,,
9875,20928.55772,11-12-2015 23:16:48,420.3182826,7,1,-0.277615696,3.516171455,2.091070485,1.707883106,8.030406655,6.308074074,-3.24E-05,0,0,0,0,0.388187379,23.33009999,,0,,,
9876,20929.56983,11-12-2015 23:16:49,421.3303968,7,1,-0.277615696,3.516171455,2.091070485,1.707961176,8.030406655,6.308348579,-3.24E-05,0,0,0,0,0.388109309,23.32535996,,0,,,
9877,20930.57274,11-12-2015 23:16:50,422.3333107,7,1,-0.277796298,3.516171455,2.091070485,1.708038542,8.030406655,6.308620601,0,0,0,0,0,0.388031943,23.32066268,,0.000323772,,,
9878,20931.57566,11-12-2015 23:16:51,423.3362279,7,1,-0.277615696,3.515847683,2.091070485,1.708115908,8.030406655,6.308892619,-6.48E-05,0,0,0,0,0.387954577,23.3159654,,0,,,
9879,20932.57856,11-12-2015 23:16:52,424.3391321,7,1,-0.277615696,3.515847683,2.091070485,1.708193261,8.030406655,6.309164585,-3.24E-05,0,0,0,0,0.387877224,23.3112689,,0.041928291,,,
9880,20933.58148,11-12-2015 23:16:53,425.3420482,7,1,-0.83425349,3.473919392,2.091070485,1.708318702,8.030406655,6.309602646,-0.008418036,0,0,0,0,0.387751783,23.30365274,,0.001133204,,,
9881,20934.58444,11-12-2015 23:16:54,426.3450078,7,1,-0.834072888,3.472786188,2.091070485,1.70855109,8.030406655,6.310409804,-0.008644676,0,0,0,0,0.387519395,23.28954328,,0.000647545,,,
9882,20935.58732,11-12-2015 23:16:55,427.3478902,7,1,-0.83425349,3.472138643,2.091070485,1.708783467,8.030406655,6.311216728,-0.008741808,0,0,0,0,0.387287018,23.27543449,,0.000485658,,,
9883,20936.59025,11-12-2015 23:16:56,428.3508181,7,1,-0.834072888,3.471652985,2.091070485,1.709015844,8.030406655,6.31202351,-0.000550413,0,0,0,0,0.387054641,23.2613257,,0.000647545,,,
9884,20937.59315,11-12-2015 23:16:57,429.3537184,7,1,-0.834072888,3.47100544,2.091070485,1.709248215,8.030406655,6.312830136,-0.000388527,0,0,0,0,0.38682227,23.24721728,,0.000485659,,,
9885,20938.59607,11-12-2015 23:16:58,430.3566369,7,1,-0.83425349,3.470519781,2.091070485,1.709480582,8.030406655,6.31363663,-0.00035615,0,0,0,0,0.386589903,23.23310909,,0.000485659,,,
9886,20939.59901,11-12-2015 23:16:59,431.3595781,7,1,-0.83425349,3.470034122,2.091070485,1.70971296,8.030406655,6.31444304,-0.000323772,0,0,0,0,0.386357525,23.21900024,,0.000485658,,,
9887,20940.60198,11-12-2015 23:17:00,432.362543,7,1,-0.83425349,3.469548464,2.091070485,1.709945353,8.030406655,6.315249417,-0.000323772,0,0,0,0,0.386125132,23.20489048,,0.000323773,,,
9888,20941.60486,11-12-2015 23:17:01,433.3654258,7,1,-0.83425349,3.469224691,2.091070485,1.71017772,8.030406655,6.316055613,-0.000291395,0,0,0,0,0.385892765,23.1907823,,0.000161886,,,
9889,20942.60778,11-12-2015 23:17:02,434.36835,7,1,-0.834072888,3.469062805,2.091070485,1.710410096,8.030406655,6.316861749,-0.000226641,0,0,0,0,0.385660389,23.17667357,,0.021530866,,,
9890,20943.61066,11-12-2015 23:17:03,435.3712293,7,1,-1.1114887,3.447531939,2.091070485,1.710670324,8.030406655,6.317762101,-0.004435682,0,0,0,0,0.385400161,23.1608738,,0.000809432,,,
9891,20944.6136,11-12-2015 23:17:04,436.374163,7,1,-1.111308098,3.446722507,2.091070485,1.710979947,8.030406655,6.318829415,-0.004500437,0,0,0,0,0.385090538,23.14207501,,0.000647544,,,
9892,20945.61651,11-12-2015 23:17:05,437.3770769,7,1,-1.111308098,3.446074963,2.091070485,1.711289574,8.030406655,6.319896525,-0.004597568,0,0,0,0,0.384780911,23.12327598,,0.000647545,,,
9893,20946.61942,11-12-2015 23:17:06,438.3799849,7,1,-1.1114887,3.445427418,2.091070485,1.711599185,8.030406655,6.320963387,-0.000485659,0,0,0,0,0.3844713,23.10447792,,0.000323773,,,
9894,20947.62237,11-12-2015 23:17:07,439.3829412,7,1,-1.111127496,3.445103645,2.091070485,1.711908821,8.030406655,6.32203015,-0.00035615,0,0,0,0,0.384161664,23.08567834,,0.000971317,,,
9895,20948.62526,11-12-2015 23:17:08,440.3858238,7,1,-1.111669302,3.444132328,2.091070485,1.71221843,8.030406655,6.323096654,-0.000453281,0,0,0,0,0.383852055,23.0668804,,0.000161886,,,
9896,20949.62818,11-12-2015 23:17:09,441.3887467,7,1,-1.1114887,3.443970442,2.091070485,1.712528057,8.030406655,6.324163064,-0.000323772,0,0,0,0,0.383542428,23.04808137,,0.000485659,,,
9897,20950.6311,11-12-2015 23:17:10,442.3916667,7,1,-1.1114887,3.443484783,2.091070485,1.712837676,8.030406655,6.325229317,-0.000323772,0,0,0,0,0.383232809,23.02928283,,0.000485658,,,
9898,20951.63401,11-12-2015 23:17:11,443.3945803,7,1,-1.1114887,3.442999125,2.091070485,1.713147284,8.030406655,6.326295399,-0.000291395,0,0,0,0,0.382923201,23.01048495,,0.000323773,,,
9899,20952.63696,11-12-2015 23:17:12,444.3975255,7,1,-1.1114887,3.442675352,2.091070485,1.713456908,8.030406655,6.327361403,-0.000259018,0,0,0,0,0.382613577,22.9916861,,0.000323772,,,
9900,20953.63987,11-12-2015 23:17:13,445.4004329,7,1,-1.111308098,3.44235158,2.091070485,1.713766522,8.030406655,6.328427245,-0.000291395,0,0,0,0,0.382303963,22.97288786,,0.000485659,,,
9901,20954.64281,11-12-2015 23:17:14,446.4033749,7,1,-1.1114887,3.441865921,2.091070485,1.714076139,8.030406655,6.329492985,-0.000259018,0,0,0,0,0.381994346,22.95408943,,0.000323772,,,
9902,20955.64572,11-12-2015 23:17:15,447.4062924,7,1,-1.111308098,3.441542149,2.091070485,1.714385755,8.030406655,6.330558588,-0.000259018,0,0,0,0,0.38168473,22.93529107,,0.000485659,,,
9903,20956.64864,11-12-2015 23:17:16,448.4092114,7,1,-1.1114887,3.44105649,2.091070485,1.71469538,8.030406655,6.331624119,-0.000291395,0,0,0,0,0.381375105,22.91649216,,0.000161886,,,
9904,20957.65153,11-12-2015 23:17:17,449.4120927,7,1,-1.111308098,3.440894604,2.091070485,1.715004983,8.030406655,6.332689473,-0.000194263,0,0,0,0,0.381065502,22.89769459,,0.03334856,,,
9905,20958.65455,11-12-2015 23:17:18,450.4151182,7,1,-0.66664809,3.474243164,2.091070485,1.715266803,8.030406655,6.333592726,0.006540203,0,0,0,0,0.380803682,22.88179816,,0.000323772,,,
9906,20959.66424,11-12-2015 23:17:19,451.4248119,7,1,-0.666828692,3.474566936,2.091070485,1.715453792,8.030406655,6.334242423,0.006637335,0,0,0,0,0.380616693,22.87044511,,0.000323773,,,
9907,20960.66712,11-12-2015 23:17:20,452.4276889,7,1,-0.66664809,3.474890709,2.091070485,1.715639519,8.030406655,6.334887789,0.006831598,0,0,0,0,0.380430966,22.85916868,,0.000161886,,,
9908,20961.67006,11-12-2015 23:17:21,453.4306278,7,1,-0.66664809,3.475052595,2.091070485,1.715825251,8.030406655,6.335533202,0.000194263,0,0,0,0,0.380245234,22.84789194,,0,,,
9909,20962.67295,11-12-2015 23:17:22,454.4335193,7,1,-0.666828692,3.475052595,2.091070485,1.716010975,8.030406655,6.336178603,6.48E-05,0,0,0,0,0.38005951,22.83661569,,0.079971552,,,
9910,20963.67592,11-12-2015 23:17:23,455.4364923,7,1,0.389193743,3.555024147,2.091111647,1.716124322,8.030552953,6.336572521,0.016026687,0,0,0,0,0.379987325,22.83223297,,0.001780748,,,
9911,20964.6788,11-12-2015 23:17:24,456.439363,7,1,0.389193743,3.556804895,2.091220042,1.716124322,8.030938408,6.336572521,0.016350459,0,0,0,0,0.38009572,22.83881419,,0.00129509,,,
9912,20965.68172,11-12-2015 23:17:25,457.4422856,7,1,0.389193743,3.558099985,2.091328438,1.716124322,8.031324028,6.336572521,0.0165771,0,0,0,0,0.380204116,22.84539546,,0.000971317,,,
9913,20966.68463,11-12-2015 23:17:26,458.4451973,7,1,0.389193743,3.559071302,2.091436841,1.716124322,8.031709796,6.336572521,0.00093894,0,0,0,0,0.380312519,22.85197716,,0.000809431,,,
9914,20967.68758,11-12-2015 23:17:27,459.4481446,7,1,0.388832539,3.559880733,2.091545246,1.716124322,8.032095675,6.336572521,0.000679922,0,0,0,0,0.380420924,22.85855898,,0.000971318,,,
9915,20968.69048,11-12-2015 23:17:28,460.4510477,7,1,0.389013141,3.560852051,2.091653638,1.716124322,8.032481597,6.336572521,0.00058279,0,0,0,0,0.380529316,22.86514001,,0.000809431,,,
9916,20969.69341,11-12-2015 23:17:29,461.453982,7,1,0.389193743,3.561661482,2.09176204,1.716124322,8.032867639,6.336572521,0.000550413,0,0,0,0,0.380637718,22.87172164,,0.000485659,,,
9917,20970.69631,11-12-2015 23:17:30,462.4568762,7,1,0.389013141,3.562147141,2.091870437,1.716124322,8.033253742,6.336572521,0.000453281,0,0,0,0,0.380746115,22.87830298,,0.000809431,,,
9918,20971.69927,11-12-2015 23:17:31,463.4598418,7,1,0.389013141,3.562956572,2.091978837,1.716124322,8.033639929,6.336572521,0.000453281,0,0,0,0,0.380854515,22.88488449,,0.000485658,,,
9919,20972.70317,11-12-2015 23:17:32,464.4637342,7,1,0.389013141,3.56344223,2.092087348,1.716124322,8.034026574,6.336572521,0.000388527,0,0,0,0,0.380963026,22.89147275,,0.045651912,,,
9920,20973.70604,11-12-2015 23:17:33,465.4666062,7,1,-0.222168654,3.517790318,2.09214801,1.716150965,8.034242735,6.336666257,-0.008871364,0,0,0,0,0.380997045,22.89353821,,0.000485659,,,
9921,20974.709,11-12-2015 23:17:34,466.469564,7,1,-0.222349256,3.517304659,2.09214801,1.716212876,8.034242735,6.336884037,-0.009065628,0,0,0,0,0.380935134,22.88977928,,0.000161886,,,
9922,20975.71187,11-12-2015 23:17:35,467.4724409,7,1,-0.222349256,3.517142773,2.09214801,1.716274788,8.034242735,6.337101802,-0.009227514,0,0,0,0,0.380873222,22.88602029,,0,,,
9923,20976.71483,11-12-2015 23:17:36,468.4753995,7,1,-0.222168654,3.517142773,2.09214801,1.716336697,8.034242735,6.337319545,-0.000194263,0,0,0,0,0.380811313,22.88226148,,0.000161887,,,
9924,20977.71777,11-12-2015 23:17:37,469.4783407,7,1,-0.222168654,3.516980886,2.09214801,1.716398614,8.034242735,6.337537307,-6.48E-05,0,0,0,0,0.380749396,22.87850218,,0,,,
9925,20978.72068,11-12-2015 23:17:38,470.4812428,7,1,-0.222349256,3.516980886,2.09214801,1.716460512,8.034242735,6.337755003,-6.48E-05,0,0,0,0,0.380687498,22.87474404,,0,,,
9926,20979.72355,11-12-2015 23:17:39,471.484116,7,1,-0.222168654,3.516980886,2.09214801,1.716522415,8.034242735,6.337972714,-3.24E-05,0,0,0,0,0.380625595,22.87098559,,0.000161886,,,
9927,20980.72648,11-12-2015 23:17:40,472.4870518,7,1,-0.222529873,3.516819,2.09214801,1.716584332,8.034242735,6.338190468,-3.24E-05,0,0,0,0,0.380563678,22.8672263,,0,,,
9928,20981.72939,11-12-2015 23:17:41,473.4899607,7,1,-0.222168654,3.516819,2.09214801,1.716646234,8.034242735,6.338408172,-6.48E-05,0,0,0,0,0.380501776,22.86346791,,0.000161886,,,
9929,20982.73234,11-12-2015 23:17:42,474.4929113,7,1,-0.222168654,3.516980886,2.09214801,1.716708134,8.034242735,6.338625871,3.24E-05,0,0,0,0,0.380439876,22.85970965,,0.000161886,,,
9930,20983.73523,11-12-2015 23:17:43,475.4957975,7,1,-0.222349256,3.516819,2.09214801,1.716770049,8.034242735,6.33884362,0,0,0,0,0,0.380377961,22.85595047,,0,,,
9931,20984.73815,11-12-2015 23:17:44,476.4987131,7,1,-0.221988037,3.516819,2.09214801,1.716831957,8.034242735,6.339061347,-3.24E-05,0,0,0,0,0.380316053,22.85219172,,0.000161886,,,
9932,20985.74106,11-12-2015 23:17:45,477.5016283,7,1,-0.222168654,3.516980886,2.09214801,1.716893872,8.034242735,6.339279096,0,0,0,0,0,0.380254138,22.84843255,,0,,,
9933,20986.744,11-12-2015 23:17:46,478.5045659,7,1,-0.222349256,3.516980886,2.09214801,1.716955787,8.034242735,6.339496849,-3.24E-05,0,0,0,0,0.380192223,22.84467337,,0.000161886,,,
9934,20987.74696,11-12-2015 23:17:47,479.5075254,7,1,-0.222168654,3.516819,2.09214801,1.717017698,8.034242735,6.339714587,0,0,0,0,0,0.380130312,22.84091444,,0,,,
9935,20988.74991,11-12-2015 23:17:48,480.5104799,7,1,-0.222168654,3.516819,2.09214801,1.717079609,8.034242735,6.339932325,-3.24E-05,0,0,0,0,0.380068401,22.83715551,,0.000161886,,,
9936,20989.75762,11-12-2015 23:17:49,481.5181864,7,1,-0.221988037,3.516980886,2.09214801,1.717141805,8.034242735,6.340151069,3.24E-05,0,0,0,0,0.380006205,22.83337927,,0.000161887,,,
9937,20990.76054,11-12-2015 23:17:50,482.5211101,7,1,-0.221988037,3.517142773,2.09214801,1.717203704,8.034242735,6.340368769,3.24E-05,0,0,0,0,0.379944306,22.82962107,,0.000161887,,,
9938,20991.76346,11-12-2015 23:17:51,483.5240233,7,1,-0.222168654,3.516980886,2.09214801,1.717265601,8.034242735,6.340586462,0,0,0,0,0,0.379882409,22.82586299,,0.000161887,,,
9939,20992.76643,11-12-2015 23:17:52,484.5269952,7,1,-0.221988037,3.517142773,2.09214801,1.717327513,8.034242735,6.340804208,3.24E-05,0,0,0,0,0.379820497,22.822104,,0,,,
9940,20993.76933,11-12-2015 23:17:53,485.5298946,7,1,-0.222168654,3.517142773,2.09214801,1.717389418,8.034242735,6.341021932,6.48E-05,0,0,0,0,0.379758592,22.81834543,,0,,,
9941,20994.77226,11-12-2015 23:17:54,486.5328307,7,1,-0.222168654,3.517142773,2.09214801,1.717451326,8.034242735,6.34123967,3.24E-05,0,0,0,0,0.379696684,22.81458668,,0.000161887,,,
9942,20995.77517,11-12-2015 23:17:55,487.5357365,7,1,-0.222168654,3.516980886,2.09214801,1.717513243,8.034242735,6.341457437,3.24E-05,0,0,0,0,0.379634767,22.81082738,,0,,,
9943,20996.77809,11-12-2015 23:17:56,488.5386576,7,1,-0.222168654,3.516980886,2.09214801,1.717575142,8.034242735,6.341675141,-3.24E-05,0,0,0,0,0.379572868,22.80706918,,0.000161887,,,
9944,20997.78106,11-12-2015 23:17:57,489.5416237,7,1,-0.222529873,3.517142773,2.09214801,1.717637057,8.034242735,6.341892906,0,0,0,0,0,0.379510953,22.80331,,0,,,
9945,20998.78392,11-12-2015 23:17:58,490.544484,7,1,-0.222168654,3.517142773,2.09214801,1.717698949,8.034242735,6.342110587,3.24E-05,0,0,0,0,0.379449061,22.79955223,,0.000161886,,,
9946,20999.78686,11-12-2015 23:17:59,491.5474254,7,1,-0.222349256,3.517304659,2.09214801,1.717760843,8.034242735,6.342328283,3.24E-05,0,0,0,0,0.379387167,22.79579433,,0.000161886,,,
9947,21000.78975,11-12-2015 23:18:00,492.5503195,7,1,-0.222349256,3.517142773,2.09214801,1.717822739,8.034242735,6.34254598,3.24E-05,0,0,0,0,0.379325271,22.79203631,,0,,,
9948,21001.79265,11-12-2015 23:18:01,493.5532206,7,1,-0.222168654,3.517142773,2.09214801,1.717884649,8.034242735,6.34276373,0,0,0,0,0,0.379263361,22.78827743,,0.000161886,,,
9949,21002.79558,11-12-2015 23:18:02,494.5561454,7,1,-0.222168654,3.517304659,2.09214801,1.717946552,8.034242735,6.342981454,0,0,0,0,0,0.379201458,22.78451899,,0,,,
9950,21003.79851,11-12-2015 23:18:03,495.5590825,7,1,-0.222168654,3.517304659,2.09214801,1.71800846,8.034242735,6.3431992,6.48E-05,0,0,0,0,0.37913955,22.78076024,,0,,,
9951,21004.8014,11-12-2015 23:18:04,496.5619715,7,1,-0.222168654,3.517304659,2.09214801,1.718070361,8.034242735,6.343416921,3.24E-05,0,0,0,0,0.379077649,22.77700191,,0,,,
9952,21005.80436,11-12-2015 23:18:05,497.5649318,7,1,-0.222168654,3.517304659,2.09214801,1.71813227,8.034242735,6.343634671,0,0,0,0,0,0.37901574,22.7732431,,0.000161886,,,
9953,21006.80724,11-12-2015 23:18:07,498.5678115,7,1,-0.222168654,3.517142773,2.09214801,1.718194166,8.034242735,6.343852378,0,0,0,0,0,0.378953844,22.76948508,,0.000161886,,,
9954,21007.81018,11-12-2015 23:18:08,499.5707449,7,1,-0.221988037,3.517304659,2.09214801,1.718256077,8.034242735,6.344070132,3.24E-05,0,0,0,0,0.378891933,22.76572615,,0,,,
9955,21008.81309,11-12-2015 23:18:09,500.5736581,7,1,-0.222349256,3.517304659,2.09214801,1.718317988,8.034242735,6.344287894,0,0,0,0,0,0.378830022,22.76196722,,0.000161886,,,
9956,21009.81602,11-12-2015 23:18:10,501.5765919,7,1,-0.222168654,3.517142773,2.09214801,1.718379895,8.034242735,6.344505639,-3.24E-05,0,0,0,0,0.378768115,22.75820853,,0,,,
9957,21010.81894,11-12-2015 23:18:11,502.5795052,7,1,-0.222349256,3.517142773,2.09214801,1.718441794,8.034242735,6.344723359,-3.24E-05,0,0,0,0,0.378706216,22.75445033,,0.000161886,,,
9958,21011.82189,11-12-2015 23:18:12,503.5824572,7,1,-0.222349256,3.517304659,2.09214801,1.718503713,8.034242735,6.34494115,0,0,0,0,0,0.378644297,22.75069091,,0,,,
9959,21012.82477,11-12-2015 23:18:13,504.5853336,7,1,-0.222349256,3.517304659,2.09214801,1.718565618,8.034242735,6.34515889,-3.24E-05,0,0,0,0,0.378582392,22.74693234,,0,,,
9960,21013.82768,11-12-2015 23:18:14,505.5882465,7,1,-0.222168654,3.517304659,2.09214801,1.718627526,8.034242735,6.345376639,-3.24E-05,0,0,0,0,0.378520484,22.74317359,,0,,,
9961,21014.8306,11-12-2015 23:18:15,506.5911628,7,1,-0.222349256,3.517304659,2.09214801,1.718689434,8.034242735,6.345594392,0,0,0,0,0,0.378458576,22.73941484,,0.000161886,,,
9962,21015.83361,11-12-2015 23:18:16,507.5941815,7,1,-0.222349256,3.517466545,2.09214801,1.718751341,8.034242735,6.345812141,3.24E-05,0,0,0,0,0.378396669,22.73565615,,0,,,
9963,21016.83643,11-12-2015 23:18:17,508.5969933,7,1,-0.222349256,3.517466545,2.09214801,1.718813263,8.034242735,6.346029939,3.24E-05,0,0,0,0,0.378334747,22.73189655,,0.000323772,,,
9964,21017.83942,11-12-2015 23:18:18,509.5999835,7,1,-0.222529873,3.517142773,2.09214801,1.718875174,8.034242735,6.346247708,-3.24E-05,0,0,0,0,0.378272836,22.72813762,,0.067506314,,,
9965,21018.84227,11-12-2015 23:18:19,510.6028392,7,1,-1.111669302,3.449636459,2.09214801,1.719079732,8.034242735,6.34695535,-0.01353364,0,0,0,0,0.378068278,22.71571786,,0.001133203,,,
9966,21019.85203,11-12-2015 23:18:20,511.6125931,7,1,-1.111127496,3.448503256,2.09214801,1.719391465,8.034242735,6.348030509,-0.013760281,0,0,0,0,0.377756545,22.69679096,,0.001133204,,,
9967,21020.85499,11-12-2015 23:18:21,512.6155527,7,1,-1.111308098,3.447370052,2.09214801,1.719701093,8.034242735,6.349098036,-0.014019298,0,0,0,0,0.377446917,22.67799187,,0.000809431,,,
9968,21021.85788,11-12-2015 23:18:22,513.6184503,7,1,-1.111308098,3.446560621,2.09214801,1.720010695,8.034242735,6.350165193,-0.000744677,0,0,0,0,0.377137315,22.65919436,,0.000809431,,,
9969,21022.86082,11-12-2015 23:18:23,514.6213866,7,1,-1.111308098,3.44575119,2.09214801,1.720320316,8.034242735,6.351232161,-0.00058279,0,0,0,0,0.376827694,22.64039569,,0.043385267,,,
9970,21023.86375,11-12-2015 23:18:24,515.624314,7,1,-1.667042851,3.402365923,2.09214801,1.720723009,8.034242735,6.352607869,-0.009065581,0,0,0,0,0.376425001,22.61594615,,0.001456976,,,
9971,21024.86666,11-12-2015 23:18:25,516.6272251,7,1,-1.666862249,3.400908947,2.09214801,1.721187423,8.034242735,6.354187662,-0.009130334,0,0,0,0,0.375960587,22.58774921,,0.00129509,,,
9972,21025.86953,11-12-2015 23:18:26,517.630101,7,1,-1.667042851,3.399613857,2.09214801,1.721651823,8.034242735,6.355766753,-0.009227467,0,0,0,0,0.375496187,22.55955312,,0.000971317,,,
9973,21026.87254,11-12-2015 23:18:27,518.6331103,7,1,-1.667042851,3.39864254,2.09214801,1.722116275,8.034242735,6.357345482,-0.000874186,0,0,0,0,0.375031735,22.53135388,,0.001133204,,,
9974,21027.87539,11-12-2015 23:18:28,519.6359543,7,1,-1.667042851,3.397509336,2.09214801,1.722580654,8.034242735,6.358923432,-0.000777054,0,0,0,0,0.374567356,22.50315907,,0.000809431,,,
9975,21028.87832,11-12-2015 23:18:29,520.6388883,7,1,-1.667042851,3.396699905,2.09214801,1.723045067,8.034242735,6.360501138,-0.000647545,0,0,0,0,0.374102943,22.47496219,,0.000971317,,,
9976,21029.88123,11-12-2015 23:18:30,521.6417953,7,1,-1.667223454,3.395728588,2.09214801,1.723509468,8.034242735,6.362078383,-0.000615168,0,0,0,0,0.373638542,22.44676604,,0.000647545,,,
9977,21030.88412,11-12-2015 23:18:31,522.6446912,7,1,-1.666862249,3.395081043,2.09214801,1.723973869,8.034242735,6.363655228,-0.000518036,0,0,0,0,0.373174141,22.41856989,,0.000809431,,,
9978,21031.88709,11-12-2015 23:18:32,523.6476591,7,1,-1.667042851,3.394271612,2.09214801,1.724438294,8.034242735,6.36523182,-0.000550413,0,0,0,0,0.372709716,22.39037229,,0.000647545,,,
9979,21032.89,11-12-2015 23:18:33,524.6505718,7,1,-1.666862249,3.393624067,2.09214801,1.724902691,8.034242735,6.36680796,-0.000453281,0,0,0,0,0.372245319,22.36217638,,0.000647545,,,
9980,21033.89288,11-12-2015 23:18:34,525.6534488,7,1,-1.667042851,3.392976522,2.09214801,1.725367076,8.034242735,6.368383731,-0.000485659,0,0,0,0,0.371780934,22.3339812,,0.000647544,,,
9981,21034.89582,11-12-2015 23:18:35,526.6563847,7,1,-1.667042851,3.392328978,2.09214801,1.725831489,8.034242735,6.369959291,-0.000420904,0,0,0,0,0.371316521,22.30578433,,0.000809431,,,
9982,21035.89873,11-12-2015 23:18:36,527.6593024,7,1,-1.667223454,3.391519547,2.09214801,1.72629589,8.034242735,6.371534529,-0.000420904,0,0,0,0,0.37085212,22.27758818,,0.000323773,,,
9983,21036.90169,11-12-2015 23:18:37,528.6622588,7,1,-1.666862249,3.391195774,2.09214801,1.726760322,8.034242735,6.373109567,-0.00035615,0,0,0,0,0.370387688,22.24939015,,0.000971317,,,
9984,21037.90456,11-12-2015 23:18:38,529.665126,7,1,-1.667042851,3.390224457,2.09214801,1.727224707,8.034242735,6.37468418,-0.000420904,0,0,0,0,0.369923303,22.22119497,,0.000323773,,,
9985,21038.90748,11-12-2015 23:18:39,530.6680457,7,1,-1.666681647,3.389900684,2.09214801,1.727689118,8.034242735,6.376258594,-0.000388527,0,0,0,0,0.369458892,22.19299821,,0.000485658,,,
9986,21039.91039,11-12-2015 23:18:40,531.670962,7,1,-1.666862249,3.389415026,2.09214801,1.728153524,8.034242735,6.377832759,-0.00035615,0,0,0,0,0.368994486,22.16480176,,0.000485659,,,
9987,21040.91335,11-12-2015 23:18:41,532.6739225,7,1,-1.667042851,3.388929367,2.09214801,1.728617959,8.034242735,6.379406773,-0.000291395,0,0,0,0,0.368530051,22.13660355,,0.000647545,,,
9988,21041.91626,11-12-2015 23:18:42,533.6768284,7,1,-1.666862249,3.388281822,2.09214801,1.729082362,8.034242735,6.38098042,-0.000323772,0,0,0,0,0.368065648,22.10840728,,0.000485658,,,
9989,21042.91919,11-12-2015 23:18:43,534.6797597,7,1,-1.667042851,3.387796164,2.09214801,1.729546776,8.034242735,6.382553883,-0.00035615,0,0,0,0,0.367601234,22.08021034,,0.106197118,,,
9990,21043.92207,11-12-2015 23:18:44,535.6826404,7,1,-0.277796298,3.493993282,2.09214801,1.729753954,8.034242735,6.383261269,0.020980407,0,0,0,0,0.367394056,22.06763151,,0.001618862,,,
9991,21044.925,11-12-2015 23:18:45,536.6855719,7,1,-0.277796298,3.495612144,2.09214801,1.729831326,8.034242735,6.383531671,0.021433687,0,0,0,0,0.367316684,22.06293386,,0.000971318,,,
9992,21045.92791,11-12-2015 23:18:46,537.6884774,7,1,-0.277796298,3.496583462,2.09214801,1.729908683,8.034242735,6.383802122,0.021725083,0,0,0,0,0.367239327,22.05823713,,0.000809431,,,
